,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1349,2926593,2,44,1,75,2,17,1,0
1350,2927446,1,28,1,110,7,12,1,0
1354,2934010,1,11,1,300,1,5,1,0
1355,2937468,1,14,1,275,6,61,1,69
1356,2938302,1,52,1,331,7,0,1,189
1357,898980,0,12,0,77,3,5,1,0
1360,2954200,2,39,0,100,3,28,1,188
1361,2954680,0,16,1,120,4,14,1,0
1363,2965915,1,8,1,179,4,12,1,11
1364,2966937,0,3,1,149,2,20,1,4
1367,2973437,0,38,1,180,3,2,1,0
1368,2640845,0,20,1,128,5,38,1,20
1370,2979607,2,107,0,55,3,0,2,365
1371,2316922,0,16,0,65,3,31,1,22
1372,177724,1,28,1,200,2,17,1,0
1373,3002643,1,7,1,249,3,35,1,38
1377,3019795,0,29,1,125,5,7,1,0
1378,3647,2,81,1,99,3,48,2,301
1379,3024659,0,21,1,115,3,54,1,3
1383,2979607,2,107,0,45,3,0,2,365
1385,2518984,1,2,1,80,2,54,2,193
1389,10889,0,12,1,250,3,25,2,188
1390,3065891,0,15,1,115,3,0,1,0
1391,92451,0,29,1,200,4,11,1,0
1393,3069794,0,6,0,65,3,5,2,341
1395,2957827,1,7,0,90,2,28,1,358
1396,1563352,0,15,0,85,2,0,1,0
1399,3097033,1,2,1,136,2,15,2,6
1400,1974637,0,12,1,400,3,2,1,83
1401,3102648,0,24,1,125,4,40,1,29
1402,3114411,1,19,1,165,7,57,1,32
1403,585879,0,12,1,180,3,0,1,0
1405,3120156,1,7,1,148,4,57,1,0
1406,2397437,0,13,1,120,3,22,1,189
1407,3129020,1,68,1,99,8,6,1,0
1408,834185,1,19,1,175,1,17,1,0
1409,155163,0,12,0,85,2,14,1,0
1413,2354167,1,27,2,195,2,13,1,0
1415,3158530,1,52,1,225,4,51,1,172
1418,8425,1,11,1,165,5,4,1,87
1420,3179968,2,39,0,52,3,1,1,0
1421,3181665,1,64,1,160,4,2,1,0
1422,1182294,0,15,1,110,5,3,1,15
1423,1583594,1,8,0,60,2,19,1,0
1424,1483081,3,108,1,299,3,59,1,245
1425,3194190,1,19,1,200,6,1,1,128
1426,3198479,1,11,1,700,5,1,1,365
1431,81335,1,8,1,150,5,8,3,0
1433,3225114,0,12,0,350,2,3,1,365
1434,15523,3,55,0,71,2,23,2,352
1436,1223359,1,2,0,79,3,9,1,329
1439,1740784,1,1,0,100,3,41,1,0
1440,3235547,1,64,1,250,4,43,1,347
1441,352230,1,2,0,145,3,39,1,44
1442,147388,0,6,2,45,4,31,1,0
1443,415660,0,12,0,73,6,6,2,310
1444,3245898,0,29,1,150,3,18,1,68
1446,3247050,1,19,1,150,1,11,1,0
1448,62583,0,12,1,195,1,39,1,270
1450,3262771,0,15,1,90,7,2,1,0
1451,3272526,1,27,1,595,5,59,1,169
1453,3274376,0,3,1,200,3,56,1,365
1459,1242765,1,8,1,349,3,58,1,341
1460,3291022,1,19,1,99,3,10,1,0
1462,3298062,1,9,1,149,4,12,1,203
1463,326329,0,15,1,60,3,1,1,0
1464,3301845,1,1,1,285,7,10,1,0
1465,3180741,0,0,0,72,1,48,1,312
1467,414627,0,96,1,200,3,15,1,0
1472,3320650,1,4,0,110,1,37,1,365
1473,3323929,2,44,0,69,1,30,1,0
1475,3166753,1,7,1,99,3,46,1,31
1478,3341426,1,14,1,250,2,10,1,0
1481,1139222,1,7,1,220,2,18,1,0
1482,2490963,1,19,0,75,5,6,1,0
1485,3376141,1,14,1,200,3,17,1,5
1486,3377231,0,22,1,140,4,15,1,365
1487,3383354,1,18,0,50,7,1,1,0
1492,3403890,0,15,0,70,3,0,1,0
1493,1709717,1,28,1,141,2,46,1,346
1494,3411621,0,13,1,355,5,19,1,301
1498,3432742,1,11,0,88,2,2,1,348
1499,1465539,1,26,0,65,5,39,1,318
1500,27848,2,46,0,58,2,56,2,365
1501,3458785,2,49,1,75,3,1,1,0
1502,3404680,2,56,0,100,2,35,1,144
1503,3462232,1,23,0,167,5,32,1,341
1504,2675998,2,44,0,65,2,1,2,0
1507,3375455,3,109,0,54,2,48,1,232
1510,3480879,1,14,1,199,6,40,1,0
1516,1360296,0,70,0,35,3,13,1,2
1517,3502638,1,28,0,250,1,60,1,148
1518,62855,0,3,1,249,4,19,1,362
1525,2172525,0,12,1,199,7,4,1,0
1526,284224,1,19,1,95,3,39,1,15
1529,3538661,0,12,1,380,4,62,2,170
1534,2195782,0,6,0,68,5,8,1,281
1536,3228992,0,16,1,150,5,1,1,27
1539,3569392,1,1,0,120,4,31,1,0
1542,1746432,1,64,0,95,10,13,1,51
1545,2994135,0,36,0,69,2,13,1,0
1548,2495668,1,27,1,230,2,27,1,101
1550,3598306,0,13,0,80,2,14,2,364
1551,240471,0,12,0,150,3,32,2,365
1553,3606458,1,8,1,900,1,7,2,365
1554,3597177,1,19,1,130,7,11,1,0
1555,1785800,0,24,0,70,5,18,3,365
1556,3621183,2,31,1,120,3,60,3,281
1559,839679,0,12,0,69,3,2,3,284
1561,1507336,1,2,1,299,3,6,1,348
1564,3136147,0,111,0,103,3,0,1,0
1565,1444304,1,23,1,175,5,56,1,263
1566,283215,0,20,1,330,3,51,1,19
1567,3642625,1,14,1,425,5,7,1,0
1573,3621183,2,31,1,120,3,51,3,253
1574,3621183,2,31,1,120,3,55,3,289
1575,3597769,0,6,0,75,5,1,2,0
1576,3578480,1,11,1,495,3,29,1,22
1579,2055073,0,13,1,93,4,1,1,0
1580,216191,0,12,0,146,2,8,4,88
1581,3711499,0,15,1,120,3,12,1,15
1582,3715319,1,2,0,79,3,19,1,365
1583,3717536,0,15,1,100,5,9,1,0
1584,3718361,1,8,0,120,1,5,2,0
1585,3726131,1,2,1,150,5,17,2,36
1587,3729726,0,15,0,60,7,0,1,0
1588,3730928,1,2,1,350,1,1,1,0
1589,3597769,0,6,0,85,5,1,2,189
1590,3737582,1,8,1,195,3,17,1,26
1591,3390362,1,28,1,200,2,59,1,0
1592,3738130,1,23,1,169,5,62,1,249
1593,297176,1,2,0,95,10,6,2,63
1594,3750402,1,50,1,375,2,33,1,346
1596,3759301,0,15,1,50,4,8,1,220
1598,3641304,2,56,1,245,6,1,1,164
1602,3493470,0,32,1,160,1,17,1,0
1608,73549,1,11,1,200,2,23,1,0
1609,3798686,0,79,0,66,3,51,1,329
1612,3805397,1,14,1,140,1,6,1,0
1614,3815537,1,1,1,106,7,10,1,0
1617,3839667,1,19,1,120,7,6,1,0
1618,3842134,0,20,0,52,5,35,3,1
1621,1360198,3,86,1,625,4,1,4,335
1624,1486623,2,25,0,55,7,39,1,46
1625,570882,0,21,0,50,2,27,1,2
1628,1099464,1,19,1,133,2,1,1,50
1631,3131199,1,77,1,259,2,20,1,17
1632,3883580,1,18,0,97,7,2,1,87
1634,3889339,1,45,1,125,2,7,1,358
1636,2219255,0,100,0,39,5,60,3,34
1638,192750,1,2,1,150,1,2,1,0
1641,3920171,1,2,0,80,3,0,1,362
1643,3920522,1,14,0,155,5,18,1,90
1646,160565,0,6,1,90,1,3,1,0
1649,1687335,2,37,2,108,5,2,1,0
1650,3936154,0,3,1,575,3,12,1,0
1652,3941862,0,12,1,175,3,3,1,0
1653,3905456,0,22,1,110,1,3,1,0
1654,3010682,0,16,1,250,10,4,1,0
1656,2285974,1,52,1,200,4,11,1,259
1657,3956850,2,56,1,89,3,17,1,0
1658,3916070,1,9,1,400,3,46,1,175
1660,3963008,1,27,1,500,10,10,1,33
1661,869880,1,19,0,95,5,64,1,316
1668,3977693,0,21,0,55,3,10,1,0
1669,3983140,0,29,1,250,3,61,1,0
1670,3731320,1,1,1,125,4,3,1,0
1671,1358245,0,3,1,100,2,27,1,159
1672,2124690,0,6,1,175,7,1,1,0
1673,209647,0,3,0,50,4,32,1,347
1674,286313,1,1,1,133,6,22,1,5
1675,4007393,1,28,1,155,5,63,1,235
1676,1292205,2,56,1,140,5,15,1,260
1678,3992566,0,21,0,103,2,58,3,69
1679,3315563,1,8,1,600,3,9,2,353
1681,3891399,0,12,0,75,3,2,1,0
1683,4027283,1,4,1,50,4,24,1,25
1684,2618273,2,49,1,390,3,1,1,89
1686,2276842,0,12,2,52,3,19,2,88
1691,4022922,1,7,1,95,1,0,1,0
1694,4049527,0,12,1,165,1,41,1,19
1695,3949235,1,14,1,105,7,2,1,0
1696,4048448,0,12,1,200,3,4,1,0
1698,1228080,1,19,0,100,7,1,1,0
1700,4064804,1,50,1,195,1,1,1,0
1702,4067211,0,29,1,155,3,13,1,0
1705,4076876,1,4,1,120,3,22,1,365
1707,4081688,0,6,2,200,1,0,1,365
1708,4083145,0,13,0,90,10,1,1,0
1710,1528912,2,37,0,55,2,31,2,282
1711,266210,1,11,2,350,2,13,1,0
1712,3659439,1,19,0,59,4,12,1,12
1717,4086839,0,22,1,150,5,52,1,311
1718,3043126,0,6,0,75,1,28,1,365
1719,1114587,1,8,0,120,3,2,3,0
1721,4040811,1,8,1,200,2,8,1,337
1722,4092307,1,102,1,225,3,3,2,189
1723,4118217,0,13,1,145,7,4,1,36
1725,4125000,0,6,1,119,5,7,1,0
1728,4111640,1,23,0,69,7,48,1,235
1730,1506795,0,12,1,155,2,8,1,0
1736,953375,1,19,1,135,5,18,1,0
1738,4147380,1,2,1,225,1,50,1,265
1739,4147608,1,2,1,100,7,11,1,0
1742,4153591,0,29,1,195,4,10,1,95
1743,4105376,1,64,0,95,7,46,1,0
1744,3106826,1,11,1,140,2,34,1,159
1745,184110,1,2,0,95,2,25,1,0
1746,4160421,1,8,1,295,10,11,1,0
1747,3055496,1,30,0,80,3,0,1,0
1748,1212041,1,19,1,250,9,2,2,126
1749,2556784,4,115,1,60,1,25,1,311
1750,4173419,1,28,1,150,2,4,1,0
1752,2450605,0,12,1,225,1,0,1,0
1753,4182834,1,2,0,78,1,52,1,0
1756,2275401,1,52,1,220,6,23,1,0
1759,3718361,1,8,1,350,6,13,2,0
1761,4186145,1,14,1,225,7,3,1,250
1762,4103779,0,24,0,82,3,62,1,247
1764,3472148,2,49,0,60,1,0,1,0
1766,4194142,0,21,1,115,4,12,1,0
1768,4107826,0,10,0,65,5,5,1,0
1769,4195861,0,15,1,150,4,13,2,15
1770,4025188,0,12,0,101,2,32,1,0
1771,3882661,1,68,1,130,3,26,2,19
1772,758441,0,6,0,165,1,0,4,0
1773,4160649,1,28,1,175,3,1,1,0
1777,4153233,1,30,1,192,2,41,2,0
1779,2291000,0,12,1,163,1,3,1,0
1780,149929,0,13,0,40,8,32,5,284
1781,195932,0,12,1,200,10,6,1,174
1782,1010338,1,23,1,158,5,39,1,0
1783,22486,0,16,0,115,2,25,6,89
1785,4224513,1,8,1,173,4,16,1,0
1786,3642035,0,15,1,250,4,6,1,250
1788,4232762,0,12,1,275,7,2,1,0
1789,4233030,1,9,0,195,3,61,1,134
1790,4233879,0,3,1,63,5,5,1,0
1791,4112902,1,30,0,36,1,33,1,211
1792,2373697,0,33,1,130,5,2,1,0
1793,1131081,0,38,1,200,4,13,1,0
1794,4238591,0,20,0,85,2,36,1,278
1798,4249297,0,12,0,79,5,5,2,198
1799,4250697,0,12,1,149,4,1,1,0
1800,4252788,1,19,1,200,7,3,1,0
1801,3775799,1,2,0,85,1,1,1,365
1802,4254417,2,116,0,60,3,12,1,351
1806,4252490,0,12,0,80,10,15,1,0
1807,2184470,0,3,1,250,5,2,1,0
1808,4265697,1,14,1,349,3,3,1,0
1809,4266017,1,2,1,165,7,8,1,234
1810,4231668,0,38,1,119,5,42,1,0
1811,4255199,1,11,1,240,7,7,1,0
1812,4267089,0,6,0,79,4,1,1,359
1813,4065620,0,6,1,215,3,1,2,300
1814,574584,0,0,0,49,1,61,1,100
1816,4272748,1,14,1,99,2,52,1,30
1817,149929,0,13,0,68,8,37,5,280
1820,4279005,1,28,0,81,10,64,1,311
1821,545600,1,19,1,199,5,23,1,0
1822,4281123,0,21,0,55,2,2,1,0
1823,4281957,1,11,1,340,7,38,1,302
1826,4289709,0,21,1,65,7,4,1,0
1830,4298156,1,2,0,35,7,0,1,0
1831,4298167,1,26,1,148,5,29,1,188
1832,4241953,2,37,0,57,2,17,4,308
1833,4298896,1,28,1,150,6,23,1,0
1835,4299040,1,2,0,60,2,48,4,114
1837,4299040,1,2,0,60,2,33,4,211
1839,4299040,1,2,0,60,2,36,4,133
1840,9269794,0,6,0,75,2,38,1,365
1841,337159,1,19,1,121,2,6,1,156
1844,4311270,0,20,0,110,1,4,1,0
1845,4105474,0,20,1,99,7,10,1,81
1846,4311243,0,113,1,170,7,41,1,0
1847,61873,0,15,0,90,2,24,1,30
1849,4324286,1,2,0,80,4,41,2,119
1850,4324286,1,2,0,65,5,29,2,186
1852,4317067,0,21,0,42,1,18,1,60
1853,4328005,0,12,0,70,1,8,1,0
1854,4330726,0,16,1,155,5,22,1,189
1857,4331864,0,34,1,135,8,7,1,0
1858,4192794,3,55,0,47,1,20,1,323
1859,359447,1,2,0,69,4,18,1,280
1860,4079140,0,15,0,100,2,37,1,2
1861,94669,0,6,0,51,3,36,2,32
1862,4289240,0,29,1,4000,4,0,1,83
1866,3882661,1,68,1,130,3,26,2,23
1867,1865527,0,6,0,70,1,37,3,325
1869,4345735,0,29,1,150,3,11,1,0
1870,4348003,1,30,1,130,5,47,1,9
1871,4350748,0,117,0,68,7,1,1,87
1873,4355788,1,8,1,149,10,9,1,0
1874,4356301,0,21,0,120,1,0,1,0
1875,1723222,1,28,1,250,4,1,1,0
1876,4358812,1,8,1,175,7,23,1,0
1878,4363775,0,20,0,55,11,11,3,11
1880,1896642,0,12,1,500,5,0,1,0
1881,1268505,1,14,1,240,7,26,1,330
1882,4372934,2,118,1,400,2,47,1,361
1883,2862643,1,28,1,280,2,0,1,0
1884,4375496,1,77,1,235,3,5,1,177
1885,252365,1,19,1,130,5,4,1,0
1887,4378763,2,25,0,63,2,26,3,249
1888,240048,0,79,1,150,10,8,2,176
1889,326150,0,12,1,200,2,11,1,0
1890,4255319,0,29,1,90,7,6,1,0
1891,4383196,1,1,1,269,5,15,1,0
1892,3200135,1,19,0,80,7,0,1,31
1893,164534,0,29,0,80,2,24,1,0
1894,4389865,1,11,1,400,7,7,1,365
1895,4390058,1,52,1,349,3,17,1,356
1899,3665164,1,14,0,999,10,30,1,365
1900,4393626,1,14,0,109,3,26,2,18
1901,2682735,1,23,1,175,3,50,1,1
1902,2257960,1,9,1,150,4,14,1,18
1904,148545,1,8,1,150,7,1,1,0
1905,4401275,1,7,1,175,1,33,1,0
1908,4241953,2,37,0,80,3,8,4,342
1909,350553,1,2,0,75,1,4,2,0
1910,673406,0,21,1,800,1,34,1,365
1912,4413463,1,11,1,250,7,0,1,0
1913,3891436,1,23,1,260,6,23,1,0
1914,4414425,0,3,0,36,1,8,1,83
1915,3159197,0,24,1,140,2,11,1,35
1917,945407,0,12,1,120,3,8,1,0
1919,4420306,0,6,0,60,2,2,1,0
1921,395609,1,23,0,95,1,7,1,0
1924,4425467,0,21,1,120,5,6,1,0
1925,3526444,0,6,1,100,5,15,1,94
1926,4428278,0,0,1,100,4,20,1,0
1927,1468667,1,19,1,190,1,0,1,0
1929,4241953,2,37,0,60,2,17,4,314
1930,4375988,0,24,0,75,3,46,3,311
1931,4241953,2,37,0,45,2,39,4,292
1932,4432173,1,2,0,65,2,15,1,361
1934,52394,1,18,1,80,4,16,1,0
1935,4435623,0,15,1,100,7,52,1,56
1938,2843998,0,12,0,85,2,35,2,365
1942,254846,0,21,1,289,3,38,4,354
1944,2843998,0,12,1,149,5,26,2,14
1945,4444170,1,30,2,100,1,31,1,364
1946,4445677,1,28,1,166,1,15,1,188
1948,3259274,0,15,1,150,2,37,2,230
1950,4453107,1,52,1,195,2,12,1,90
1952,4092307,1,102,0,100,4,8,2,7
1953,4461145,0,22,1,60,5,3,1,189
1954,4463092,1,2,0,62,2,45,2,310
1955,4467554,1,19,0,99,5,8,1,0
1958,4473860,1,2,1,125,1,64,1,135
1959,524575,0,22,0,74,1,8,1,283
1960,627898,1,7,1,176,7,33,1,0
1961,4481005,0,16,0,62,2,11,2,158
1962,2559004,1,4,0,51,1,4,5,0
1963,4487224,0,12,1,249,3,31,1,365
1966,1536441,0,34,1,240,2,22,1,280
1967,4500999,1,4,0,100,1,58,2,316
1971,4224309,1,30,0,150,2,3,1,365
1973,1650330,0,79,0,68,5,43,2,282
1974,4543792,1,2,0,90,7,35,1,312
1980,4372160,0,12,0,58,10,7,1,0
1981,4581489,1,2,0,65,2,2,1,0
1982,355548,0,3,1,185,4,8,1,8
1983,4590460,0,76,1,115,4,6,1,0
1985,4600589,1,19,0,200,1,0,1,0
1986,3588693,0,22,1,115,2,20,1,282
1988,4617159,0,21,0,62,2,22,1,87
1990,2908554,0,6,1,100,3,7,1,0
1994,4628887,0,12,1,95,3,36,1,89
1995,2597159,0,12,1,200,4,4,2,0
1996,4655169,1,2,1,165,2,21,1,347
1998,3673451,0,12,0,80,2,37,2,89
2001,4158086,0,6,2,50,3,15,1,365
2004,4677362,1,8,1,339,4,28,1,167
2009,4705358,1,5,1,500,5,1,1,281
2010,4282125,0,20,1,120,2,27,1,280
2011,4714927,1,4,0,60,2,53,4,0
2012,4731046,2,83,0,70,2,0,1,188
2013,831185,0,15,1,295,2,8,3,365
2014,128920,0,3,1,100,6,10,1,0
2016,1758019,1,11,1,150,3,9,1,0
2027,4808242,0,6,2,110,3,28,1,34
2028,4634013,0,3,1,275,3,0,1,0
2029,4837614,0,10,1,329,4,2,1,0
2032,4834187,0,3,1,165,4,37,1,343
2035,4848828,1,8,1,170,7,28,1,333
2037,4864306,0,20,0,50,2,30,3,249
2039,4872812,1,19,1,100,3,2,1,0
2040,3343848,0,16,1,890,3,26,1,341
2041,4887492,1,43,0,160,3,24,2,352
2043,4103952,0,6,0,51,3,4,1,188
2045,511175,1,19,0,180,3,5,2,31
2046,4924435,1,52,1,225,1,3,1,188
2047,4929807,1,14,1,250,3,48,1,217
2053,4629954,0,33,1,157,6,1,1,24
2054,4950369,0,6,1,145,7,28,1,188
2057,4955560,0,12,1,220,4,22,1,8
2059,4967515,1,8,1,200,6,22,2,354
2064,4938485,1,7,1,140,3,25,1,157
2067,4980428,1,9,1,160,7,13,1,335
2068,4260529,2,25,0,349,1,30,2,365
2069,51038,0,3,0,98,2,38,6,158
2071,755172,1,28,1,230,3,20,1,282
2072,2420592,0,97,0,60,3,13,1,0
2073,4156449,0,21,0,40,5,0,1,0
2079,5062254,0,21,1,155,2,20,1,0
2082,1865527,0,6,0,85,1,32,3,340
2083,5067409,0,15,1,75,7,15,1,178
2084,1650330,0,79,0,53,5,39,2,282
2085,4085497,0,15,1,150,2,42,1,365
2088,1908073,1,11,1,200,4,45,1,48
2089,3361696,1,2,1,200,3,1,1,0
2098,4460034,1,4,1,125,7,50,1,188
2099,4797813,1,11,1,250,2,56,1,134
2100,5165749,1,27,1,650,5,7,2,90
2101,4932354,0,29,0,97,7,13,4,204
2106,1797637,0,12,1,165,7,5,1,0
2108,1822729,0,12,0,120,6,15,2,9
2109,1229358,1,27,1,195,10,10,1,270
2110,1865527,0,6,0,89,1,21,3,365
2113,5268970,1,19,0,75,3,51,1,127
2114,5289072,0,29,0,64,2,35,1,329
2115,1447988,0,12,1,150,2,11,1,364
2116,5286584,1,2,0,100,2,53,1,350
2118,216191,0,12,0,98,2,7,4,273
2122,5333736,1,19,1,159,4,65,1,1
2123,3709510,0,21,0,70,1,18,3,146
2125,5339881,0,32,1,325,1,11,1,363
2126,5341060,0,75,1,149,4,33,1,313
2127,854208,1,19,1,200,10,35,1,51
2128,5350359,1,8,1,169,2,61,1,59
2129,5186189,1,11,1,249,3,10,1,5
2132,5364702,1,19,1,199,2,54,1,322
2133,15742,1,2,1,88,3,37,1,47
2134,5374768,1,11,1,170,4,1,1,273
2135,5207582,1,45,1,100,1,0,1,0
2136,5378922,0,13,1,130,9,3,1,329
2142,4018660,0,36,1,350,5,12,1,0
2144,5435713,0,29,1,225,5,6,1,188
2145,5438325,1,2,1,170,5,25,1,177
2146,5440087,1,1,0,349,3,3,2,87
2147,4714927,1,4,0,65,2,57,4,251
2149,458021,1,64,1,119,3,17,1,0
2155,5466191,1,11,1,950,3,28,1,357
2158,412783,1,52,1,334,11,14,1,238
2159,5468901,1,28,0,60,7,1,1,0
2161,2765234,2,56,0,75,4,19,1,10
2164,5497326,1,8,1,295,7,2,2,0
2172,5529633,1,2,2,75,1,43,1,9
2173,450050,1,2,0,99,10,45,1,83
2174,329436,0,33,1,350,3,41,2,22
2176,3898812,2,56,1,130,1,58,1,301
2177,5563508,0,24,1,225,2,48,1,339
2178,5018907,0,16,1,225,7,8,1,342
2180,5591685,0,3,1,200,7,10,1,11
2181,5593208,1,7,1,550,1,0,1,365
2182,5596242,0,3,1,235,6,5,1,3
2183,4937803,0,24,0,75,5,8,1,365
2185,693889,0,12,1,120,5,7,1,0
2187,5622682,0,15,1,85,3,10,1,149
2188,315606,0,15,0,78,3,10,2,95
2189,3483960,1,23,0,110,3,49,1,0
2192,2120889,0,12,0,63,2,0,1,66
2195,5647813,2,25,0,69,7,12,1,365
2197,825252,0,16,1,125,2,45,1,0
2198,5652395,4,80,0,85,2,11,2,363
2199,5655889,1,19,1,499,5,47,1,341
2201,5664550,1,19,0,95,5,35,1,320
2202,5293735,0,6,1,105,5,12,1,0
2203,1949282,0,21,0,55,2,65,5,235
2204,216191,0,12,1,289,2,39,4,88
2205,1113080,0,79,0,70,2,45,3,0
2206,5679237,1,14,1,275,7,0,1,188
2207,5681729,1,2,1,130,7,5,1,231
2208,5682003,0,24,1,125,2,38,1,3
2209,5696628,0,6,1,150,2,17,2,23
2212,237477,0,12,0,90,5,8,1,0
2215,273174,1,77,1,1000,1,25,3,37
2218,964482,1,2,0,45,2,18,2,197
2223,5751206,0,22,0,96,3,58,1,364
2226,5760970,2,49,0,200,1,16,2,364
2229,5245246,1,2,0,95,2,27,1,320
2230,4128399,1,23,1,350,3,7,1,364
2231,92272,1,68,0,80,3,7,3,217
2233,5810195,1,18,0,42,1,46,2,357
2236,462379,0,33,1,1395,1,55,2,362
2239,5822377,1,19,1,159,5,16,2,0
2241,11837926,1,1,0,150,7,44,3,365
2243,1557383,0,15,0,70,1,4,1,0
2245,2873394,0,21,0,60,2,10,2,18
2246,5861233,0,15,0,50,3,2,1,0
2248,5872605,1,19,1,395,5,0,1,0
2249,2128778,0,15,0,60,2,51,2,57
2252,3968209,1,27,0,100,3,64,2,355
2253,5895535,0,15,1,200,2,3,1,0
2260,2981156,2,56,1,160,2,13,2,56
2265,5938496,1,64,1,149,5,26,1,0
2269,3417321,1,19,0,150,10,36,2,0
2270,5959653,0,6,0,80,1,14,2,283
2271,5972975,0,20,1,75,2,2,1,0
2272,1841580,1,14,1,300,5,44,1,87
2275,5986790,1,30,0,40,7,26,6,272
2276,5993276,2,124,2,60,7,0,1,362
2277,2768182,0,10,0,89,1,49,4,24
2281,6016424,0,20,0,72,4,54,1,71
2282,6024006,3,41,1,190,2,0,1,365
2284,1709216,0,54,1,325,2,19,4,328
2286,5604089,1,8,1,200,3,3,1,0
2288,6046616,1,30,1,175,2,0,1,280
2290,2571,0,6,1,182,9,27,1,23
2294,3630531,1,14,1,160,4,5,1,168
2295,2757621,1,68,1,250,4,23,1,11
2297,3158364,2,39,0,35,5,59,4,250
2299,6088518,0,16,1,550,3,21,1,1
2300,6093878,0,6,0,80,2,44,1,159
2301,1690569,0,12,1,175,6,32,1,291
2303,6105036,1,2,1,158,4,37,3,314
2304,3211592,1,9,0,85,3,37,1,5
2305,2733465,1,64,1,209,1,23,1,365
2306,265152,0,13,1,150,2,21,3,3
2307,265152,0,13,0,70,2,55,3,13
2308,6118355,2,49,0,73,1,6,1,363
2309,6121678,0,16,0,85,2,1,1,0
2311,2843987,0,12,1,125,2,16,1,0
2312,6136511,1,64,0,89,3,29,2,190
2313,4864306,0,20,0,50,2,36,3,232
2315,5942292,0,6,0,60,1,65,4,26
2316,5986790,1,30,0,45,5,20,6,244
2321,5268463,0,79,1,120,3,13,1,201
2322,6180052,0,13,0,99,5,4,1,250
2323,128663,0,0,1,300,5,1,1,15
2325,6158233,1,2,0,47,3,61,1,285
2326,302772,1,23,0,115,3,29,2,339
2327,131014,0,6,1,90,2,4,1,0
2328,6196141,1,19,1,199,3,42,1,330
2334,712590,0,29,0,130,2,8,1,0
2336,3965911,1,52,1,200,2,26,1,188
2337,6216882,1,14,1,175,3,19,1,194
2338,6012816,0,123,1,200,1,7,1,0
2339,6233644,1,64,1,200,3,0,1,0
2340,5446918,0,12,1,300,5,34,1,365
2341,6169516,1,8,0,135,3,13,1,219
2343,6242426,2,46,0,133,1,0,1,281
2344,6131397,0,79,0,65,1,4,1,0
2345,6245239,1,8,1,179,4,27,1,0
2347,6256118,0,34,0,49,1,9,1,98
2348,2637874,0,12,1,140,3,60,1,197
2354,6286114,1,11,0,64,5,42,1,0
2356,5523186,1,19,1,750,3,9,2,364
2357,244071,2,49,1,175,7,2,1,8
2358,2559004,1,4,0,47,1,6,5,353
2361,6305367,1,4,1,100,1,54,1,0
2363,4376062,0,13,1,138,7,1,1,0
2367,4910820,1,2,0,94,1,30,1,218
2368,364351,1,28,0,115,3,1,1,0
2371,1908631,1,19,1,200,4,26,1,0
2372,5644215,0,20,0,152,5,13,1,241
2374,6263282,0,12,1,212,2,51,1,147
2378,6385492,2,39,0,65,2,12,1,332
2379,3496628,1,8,1,239,4,3,1,184
2381,6388666,1,30,0,80,2,56,1,249
2384,6407125,0,21,1,160,2,31,1,0
2386,6414296,1,7,1,1000,1,0,1,365
2389,4922378,1,1,1,275,7,6,1,191
2391,5189987,1,27,1,190,4,25,1,0
2392,5536387,0,12,0,117,2,43,1,88
2395,6447462,1,30,1,70,6,19,1,188
2398,6030235,1,23,1,130,2,32,1,184
2401,6470443,1,7,1,199,7,30,1,184
2402,6471326,0,54,0,89,2,0,1,365
2404,6472794,2,25,0,60,1,0,1,0
2405,732985,1,14,1,248,2,9,1,363
2406,6474981,1,8,1,85,4,42,1,9
2408,6483295,0,90,1,80,3,38,1,192
2409,6486116,1,4,0,79,1,38,4,106
2411,6494389,4,114,0,65,2,64,1,307
2414,3202825,2,56,1,119,7,11,1,143
2415,6514245,0,82,1,137,2,59,1,80
2417,6527494,1,60,0,80,1,1,1,0
2420,4324767,1,30,0,90,1,33,1,189
2421,2360794,0,3,0,75,3,11,1,318
2422,2020556,2,56,2,50,1,0,1,0
2423,6554341,0,15,0,103,8,5,1,2
2424,6575712,1,19,1,125,2,28,1,179
2427,396433,1,19,0,148,3,14,1,365
2431,2554853,1,1,1,200,1,7,1,358
2432,3166165,1,30,0,55,5,4,1,218
2433,6625516,1,8,1,175,8,3,1,68
2435,6632440,1,2,0,95,7,2,2,365
2437,6533489,0,15,1,150,2,1,1,0
2442,3757699,1,4,1,53,7,7,2,0
2444,5962196,1,50,0,135,1,17,1,365
2446,6672450,1,77,1,290,1,21,1,128
2448,6682511,2,49,1,110,3,23,1,14
2449,2888900,0,20,1,350,7,4,2,0
2450,6688471,0,6,0,60,3,13,1,294
2451,5309521,0,12,1,220,5,0,1,234
2452,3086048,0,12,1,275,4,27,1,197
2453,2305477,0,13,1,142,7,6,1,188
2454,6706914,0,15,0,38,5,1,2,0
2456,5894425,1,7,1,200,2,52,1,193
2457,3547817,0,12,1,225,3,56,1,55
2460,6270968,0,6,0,59,3,13,2,100
2461,6581587,0,15,1,350,2,23,1,188
2462,6755111,0,0,0,75,2,8,1,312
2463,6762247,0,21,0,70,3,12,2,0
2465,6762657,0,84,0,42,3,28,2,355
2466,2873394,0,21,0,60,2,11,2,296
2469,6789857,0,29,1,99,5,12,1,0
2471,6819812,0,0,1,250,5,11,1,34
